country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MX,Mexico,Sonora,,,MX-SON,,12/05/2020,-52,-23,-40,-50,-47,19
MX,Mexico,Sonora,,,MX-SON,,13/05/2020,-53,-22,-42,-51,-48,21
MX,Mexico,Sonora,,,MX-SON,,14/05/2020,-51,-18,-40,-52,-48,20
MX,Mexico,Sonora,,,MX-SON,,15/05/2020,-51,-14,-39,-56,-42,21
MX,Mexico,Sonora,,,MX-SON,,16/05/2020,-53,-16,-48,-53,-24,15
MX,Mexico,Sonora,,,MX-SON,,17/05/2020,-60,-24,-56,-62,-15,13
MX,Mexico,Sonora,,,MX-SON,,18/05/2020,-50,-20,-38,-54,-42,18
MX,Mexico,Sonora,,,MX-SON,,19/05/2020,-50,-21,-37,-48,-44,19
MX,Mexico,Sonora,,,MX-SON,,20/05/2020,-51,-19,-39,-46,-45,20
MX,Mexico,Sonora,,,MX-SON,,21/05/2020,-52,-18,-37,-49,-46,20
MX,Mexico,Sonora,,,MX-SON,,22/05/2020,-54,-18,-40,-56,-40,21
MX,Mexico,Sonora,,,MX-SON,,23/05/2020,-54,-15,-45,-51,-20,14
MX,Mexico,Sonora,,,MX-SON,,24/05/2020,-61,-24,-52,-60,-13,12
MX,Mexico,Sonora,,,MX-SON,,25/05/2020,-51,-20,-37,-51,-43,19
MX,Mexico,Sonora,,,MX-SON,,26/05/2020,-51,-22,-37,-48,-43,18
MX,Mexico,Sonora,,,MX-SON,,27/05/2020,-53,-22,-40,-48,-44,19
MX,Mexico,Sonora,,,MX-SON,,28/05/2020,-52,-18,-37,-46,-43,18
MX,Mexico,Sonora,,,MX-SON,,29/05/2020,-52,-14,-39,-54,-38,21
MX,Mexico,Sonora,,,MX-SON,,30/05/2020,-53,-12,-45,-50,-16,13
MX,Mexico,Sonora,,,MX-SON,,31/05/2020,-59,-19,-53,-58,-8,12
MX,Mexico,Sonora,,,MX-SON,,01/06/2020,-49,-15,-36,-50,-38,17
MX,Mexico,Sonora,,,MX-SON,,02/06/2020,-48,-18,-36,-44,-40,17
MX,Mexico,Sonora,,,MX-SON,,03/06/2020,-50,-18,-38,-42,-42,18
MX,Mexico,Sonora,,,MX-SON,,04/06/2020,-50,-17,-38,-44,-42,18
MX,Mexico,Sonora,,,MX-SON,,05/06/2020,-51,-15,-41,-48,-37,20
MX,Mexico,Sonora,,,MX-SON,,06/06/2020,-52,-14,-47,-43,-16,14
MX,Mexico,Sonora,,,MX-SON,,07/06/2020,-58,-21,-53,-52,-10,13
MX,Mexico,Sonora,,,MX-SON,,08/06/2020,-49,-19,-39,-47,-37,17
MX,Mexico,Sonora,,,MX-SON,,09/06/2020,-49,-21,-37,-44,-40,17
MX,Mexico,Sonora,,,MX-SON,,10/06/2020,-49,-18,-38,-42,-40,18
MX,Mexico,Sonora,,,MX-SON,,11/06/2020,-49,-17,-36,-42,-41,18
MX,Mexico,Sonora,,,MX-SON,,12/06/2020,-50,-14,-38,-49,-36,19
MX,Mexico,Sonora,,,MX-SON,,13/06/2020,-50,-12,-45,-44,-14,14
MX,Mexico,Sonora,,,MX-SON,,14/06/2020,-57,-20,-53,-54,-8,13
MX,Mexico,Sonora,,,MX-SON,,15/06/2020,-48,-17,-40,-46,-38,18
MX,Mexico,Sonora,,,MX-SON,,16/06/2020,-46,-15,-38,-39,-40,18
MX,Mexico,Sonora,,,MX-SON,,17/06/2020,-48,-15,-38,-37,-41,19
MX,Mexico,Sonora,,,MX-SON,,18/06/2020,-48,-15,-37,-39,-42,18
MX,Mexico,Sonora,,,MX-SON,,19/06/2020,-50,-15,-40,-45,-37,18
MX,Mexico,Sonora,,,MX-SON,,20/06/2020,-49,-8,-44,-39,-15,13
MX,Mexico,Sonora,,,MX-SON,,21/06/2020,-57,-17,-55,-53,3,9
MX,Mexico,Sonora,,,MX-SON,,22/06/2020,-52,-23,-40,-46,-41,17
MX,Mexico,Sonora,,,MX-SON,,23/06/2020,-48,-20,-37,-41,-42,18
MX,Mexico,Sonora,,,MX-SON,,24/06/2020,-50,-19,-40,-41,-42,19
MX,Mexico,Sonora,,,MX-SON,,25/06/2020,-50,-18,-38,-45,-43,18
MX,Mexico,Sonora,,,MX-SON,,26/06/2020,-51,-17,-41,-50,-37,21
MX,Mexico,Sonora,,,MX-SON,,27/06/2020,-50,-14,-46,-46,-17,14
MX,Mexico,Sonora,,,MX-SON,,28/06/2020,-56,-22,-52,-57,-8,13
MX,Mexico,Sonora,,,MX-SON,,29/06/2020,-47,-17,-38,-48,-38,17
MX,Mexico,Sonora,,,MX-SON,,30/06/2020,-43,-13,-35,-40,-40,17
MX,Mexico,Sonora,,,MX-SON,,01/07/2020,-43,-10,-36,-39,-42,18
MX,Mexico,Sonora,,,MX-SON,,02/07/2020,-45,-12,-35,-39,-42,18
MX,Mexico,Sonora,,,MX-SON,,03/07/2020,-48,-12,-38,-45,-38,20
MX,Mexico,Sonora,,,MX-SON,,04/07/2020,-49,-12,-46,-44,-17,14
MX,Mexico,Sonora,,,MX-SON,,05/07/2020,-56,-21,-54,-56,-11,13
MX,Mexico,Sonora,,,MX-SON,,06/07/2020,-47,-17,-38,-47,-40,17
MX,Mexico,Sonora,,,MX-SON,,07/07/2020,-46,-18,-35,-43,-42,17
MX,Mexico,Sonora,,,MX-SON,,08/07/2020,-47,-18,-39,-42,-43,18
MX,Mexico,Sonora,,,MX-SON,,09/07/2020,-48,-18,-37,-42,-43,18
MX,Mexico,Sonora,,,MX-SON,,10/07/2020,-49,-16,-39,-47,-37,20
MX,Mexico,Sonora,,,MX-SON,,11/07/2020,-49,-14,-45,-45,-17,14
MX,Mexico,Sonora,,,MX-SON,,12/07/2020,-55,-21,-53,-53,-10,13
MX,Mexico,Sonora,,,MX-SON,,13/07/2020,-47,-18,-38,-47,-39,17
MX,Mexico,Sonora,,,MX-SON,,14/07/2020,-43,-16,-33,-41,-41,17
MX,Mexico,Sonora,,,MX-SON,,15/07/2020,-41,-10,-34,-36,-41,17
MX,Mexico,Sonora,,,MX-SON,,16/07/2020,-42,-9,-32,-35,-41,16
MX,Mexico,Sonora,,,MX-SON,,17/07/2020,-45,-11,-37,-43,-37,18
MX,Mexico,Sonora,,,MX-SON,,18/07/2020,-45,-10,-42,-39,-15,13
MX,Mexico,Sonora,,,MX-SON,,19/07/2020,-51,-17,-48,-47,-9,11
MX,Mexico,Sonora,,,MX-SON,,20/07/2020,-43,-15,-33,-41,-38,16
MX,Mexico,Sonora,,,MX-SON,,21/07/2020,-41,-16,-32,-38,-40,16
MX,Mexico,Sonora,,,MX-SON,,22/07/2020,-43,-16,-34,-37,-40,17
MX,Mexico,Sonora,,,MX-SON,,23/07/2020,-43,-15,-32,-37,-40,16
MX,Mexico,Sonora,,,MX-SON,,24/07/2020,-45,-14,-34,-41,-35,18
MX,Mexico,Sonora,,,MX-SON,,25/07/2020,-44,-10,-36,-37,-14,12
MX,Mexico,Sonora,,,MX-SON,,26/07/2020,-50,-18,-42,-46,-8,11
MX,Mexico,Sonora,,,MX-SON,,27/07/2020,-43,-15,-31,-40,-38,16
MX,Mexico,Sonora,,,MX-SON,,28/07/2020,-40,-16,-28,-36,-38,16
MX,Mexico,Sonora,,,MX-SON,,29/07/2020,-38,-13,-31,-35,-40,16
MX,Mexico,Sonora,,,MX-SON,,30/07/2020,-36,-11,-29,-35,-40,15
MX,Mexico,Sonora,,,MX-SON,,31/07/2020,-37,-8,-31,-39,-34,16
MX,Mexico,Sonora,,,MX-SON,,01/08/2020,-36,-5,-34,-32,-14,10
MX,Mexico,Sonora,,,MX-SON,,02/08/2020,-41,-13,-38,-40,-8,9
MX,Mexico,Sonora,,,MX-SON,,03/08/2020,-35,-13,-29,-34,-37,14
MX,Mexico,Sonora,,,MX-SON,,04/08/2020,-31,-11,-23,-29,-38,14
MX,Mexico,Sonora,,,MX-SON,,05/08/2020,-33,-11,-26,-28,-39,15
MX,Mexico,Sonora,,,MX-SON,,06/08/2020,-35,-12,-24,-32,-39,14
MX,Mexico,Sonora,,,MX-SON,,07/08/2020,-37,-12,-27,-37,-34,16
MX,Mexico,Sonora,,,MX-SON,,08/08/2020,-37,-10,-30,-33,-14,10
MX,Mexico,Sonora,,,MX-SON,,09/08/2020,-41,-16,-37,-40,-8,9
MX,Mexico,Sonora,,,MX-SON,,10/08/2020,-35,-14,-27,-36,-36,14
MX,Mexico,Sonora,,,MX-SON,,11/08/2020,-34,-16,-23,-34,-38,14
MX,Mexico,Sonora,,,MX-SON,,12/08/2020,-34,-14,-29,-32,-39,15
MX,Mexico,Sonora,,,MX-SON,,13/08/2020,-34,-13,-25,-32,-39,14
MX,Mexico,Sonora,,,MX-SON,,14/08/2020,-33,-8,-26,-36,-33,15
MX,Mexico,Sonora,,,MX-SON,,15/08/2020,-31,-4,-26,-29,-13,9
MX,Mexico,Sonora,,,MX-SON,,16/08/2020,-37,-12,-33,-38,-7,8
MX,Mexico,Sonora,,,MX-SON,,17/08/2020,-31,-10,-24,-32,-35,13
MX,Mexico,Sonora,,,MX-SON,,18/08/2020,-29,-12,-20,-31,-35,13
MX,Mexico,Sonora,,,MX-SON,,19/08/2020,-30,-12,-22,-29,-37,14
MX,Mexico,Sonora,,,MX-SON,,20/08/2020,-29,-11,-14,-31,-37,13
MX,Mexico,Sonora,,,MX-SON,,21/08/2020,-31,-9,-15,-36,-32,15
MX,Mexico,Sonora,,,MX-SON,,22/08/2020,-30,-7,-18,-29,-11,9
MX,Mexico,Sonora,,,MX-SON,,23/08/2020,-34,-11,-26,-36,-5,8
MX,Mexico,Sonora,,,MX-SON,,24/08/2020,-30,-13,-16,-32,-34,14
MX,Mexico,Sonora,,,MX-SON,,25/08/2020,-28,-13,-12,-32,-36,14
MX,Mexico,Sonora,,,MX-SON,,26/08/2020,-28,-11,-14,-31,-36,14
MX,Mexico,Sonora,,,MX-SON,,27/08/2020,-26,-9,-7,-30,-36,13
MX,Mexico,Sonora,,,MX-SON,,28/08/2020,-24,-5,-8,-35,-30,14
MX,Mexico,Sonora,,,MX-SON,,29/08/2020,-23,-1,-7,-31,-10,8
MX,Mexico,Sonora,,,MX-SON,,30/08/2020,-27,-7,-16,-37,-4,6
MX,Mexico,Sonora,,,MX-SON,,31/08/2020,-22,-7,-6,-34,-33,12
MX,Mexico,Sonora,,,MX-SON,,01/09/2020,-17,-4,4,-25,-35,12
MX,Mexico,Sonora,,,MX-SON,,02/09/2020,-19,-6,-2,-27,-36,13
MX,Mexico,Sonora,,,MX-SON,,03/09/2020,-20,-5,1,-27,-36,12
MX,Mexico,Sonora,,,MX-SON,,04/09/2020,-21,-4,0,-30,-30,13
MX,Mexico,Sonora,,,MX-SON,,05/09/2020,-18,0,0,-29,-12,7
MX,Mexico,Sonora,,,MX-SON,,06/09/2020,-23,-6,-7,-37,-6,7
MX,Mexico,Sonora,,,MX-SON,,07/09/2020,-18,-6,6,-27,-34,12
MX,Mexico,Sonora,,,MX-SON,,08/09/2020,-16,-7,11,-24,-35,12
MX,Mexico,Sonora,,,MX-SON,,09/09/2020,-15,-5,14,-23,-35,12
MX,Mexico,Sonora,,,MX-SON,,10/09/2020,-13,-2,21,-24,-36,12
MX,Mexico,Sonora,,,MX-SON,,11/09/2020,-14,0,22,-26,-31,13
MX,Mexico,State of Mexico,,,MX-MEX,,15/02/2020,6,6,6,6,4,-1
MX,Mexico,State of Mexico,,,MX-MEX,,16/02/2020,7,6,4,6,2,-1
MX,Mexico,State of Mexico,,,MX-MEX,,17/02/2020,1,1,1,8,11,-3
MX,Mexico,State of Mexico,,,MX-MEX,,18/02/2020,1,1,3,5,10,-2
MX,Mexico,State of Mexico,,,MX-MEX,,19/02/2020,1,0,2,6,9,-2
MX,Mexico,State of Mexico,,,MX-MEX,,20/02/2020,1,0,1,3,9,-2
MX,Mexico,State of Mexico,,,MX-MEX,,21/02/2020,0,-1,4,5,13,-2
MX,Mexico,State of Mexico,,,MX-MEX,,22/02/2020,-2,0,4,3,4,0
MX,Mexico,State of Mexico,,,MX-MEX,,23/02/2020,-2,0,1,5,2,-1
MX,Mexico,State of Mexico,,,MX-MEX,,24/02/2020,-4,-3,2,6,11,-2
MX,Mexico,State of Mexico,,,MX-MEX,,25/02/2020,-3,-2,3,0,10,-2
MX,Mexico,State of Mexico,,,MX-MEX,,26/02/2020,-1,1,12,0,9,-2
MX,Mexico,State of Mexico,,,MX-MEX,,27/02/2020,2,1,2,4,9,-2
MX,Mexico,State of Mexico,,,MX-MEX,,28/02/2020,7,6,6,9,13,-3
MX,Mexico,State of Mexico,,,MX-MEX,,29/02/2020,5,9,5,4,5,-1
MX,Mexico,State of Mexico,,,MX-MEX,,01/03/2020,6,8,3,5,3,-1
MX,Mexico,State of Mexico,,,MX-MEX,,02/03/2020,2,4,0,3,5,-1
MX,Mexico,State of Mexico,,,MX-MEX,,03/03/2020,3,4,4,2,10,-2
MX,Mexico,State of Mexico,,,MX-MEX,,04/03/2020,2,4,5,3,10,-2
MX,Mexico,State of Mexico,,,MX-MEX,,05/03/2020,3,4,4,5,11,-2
MX,Mexico,State of Mexico,,,MX-MEX,,06/03/2020,0,1,3,4,13,-2
MX,Mexico,State of Mexico,,,MX-MEX,,07/03/2020,0,4,6,3,6,0
MX,Mexico,State of Mexico,,,MX-MEX,,08/03/2020,4,4,5,3,5,0
MX,Mexico,State of Mexico,,,MX-MEX,,09/03/2020,-8,-5,-6,-16,-17,7
MX,Mexico,State of Mexico,,,MX-MEX,,10/03/2020,0,2,2,4,11,-2
MX,Mexico,State of Mexico,,,MX-MEX,,11/03/2020,0,2,3,2,10,-2
MX,Mexico,State of Mexico,,,MX-MEX,,12/03/2020,2,3,3,2,10,-2
MX,Mexico,State of Mexico,,,MX-MEX,,13/03/2020,6,5,2,7,3,-1
MX,Mexico,State of Mexico,,,MX-MEX,,14/03/2020,2,8,1,5,4,-1
MX,Mexico,State of Mexico,,,MX-MEX,,15/03/2020,0,4,2,-3,2,-2
MX,Mexico,State of Mexico,,,MX-MEX,,16/03/2020,-3,5,-7,-35,-56,14
MX,Mexico,State of Mexico,,,MX-MEX,,17/03/2020,-1,6,-4,-8,3,1
MX,Mexico,State of Mexico,,,MX-MEX,,18/03/2020,-5,3,-8,-16,-3,4
MX,Mexico,State of Mexico,,,MX-MEX,,19/03/2020,-6,3,-9,-19,-7,5
MX,Mexico,State of Mexico,,,MX-MEX,,20/03/2020,-12,0,-12,-22,-12,8
MX,Mexico,State of Mexico,,,MX-MEX,,21/03/2020,-19,-2,-21,-24,-3,7
MX,Mexico,State of Mexico,,,MX-MEX,,22/03/2020,-22,-6,-27,-27,-4,5
MX,Mexico,State of Mexico,,,MX-MEX,,23/03/2020,-20,-8,-21,-34,-27,11
MX,Mexico,State of Mexico,,,MX-MEX,,24/03/2020,-25,-7,-24,-39,-32,13
MX,Mexico,State of Mexico,,,MX-MEX,,25/03/2020,-28,-10,-26,-41,-35,15
MX,Mexico,State of Mexico,,,MX-MEX,,26/03/2020,-30,-12,-27,-43,-36,16
MX,Mexico,State of Mexico,,,MX-MEX,,27/03/2020,-30,-10,-24,-44,-34,17
MX,Mexico,State of Mexico,,,MX-MEX,,28/03/2020,-32,-7,-27,-39,-14,12
MX,Mexico,State of Mexico,,,MX-MEX,,29/03/2020,-36,-12,-36,-41,-16,9
MX,Mexico,State of Mexico,,,MX-MEX,,30/03/2020,-27,-12,-26,-45,-38,15
MX,Mexico,State of Mexico,,,MX-MEX,,31/03/2020,-26,-8,-27,-47,-40,16
MX,Mexico,State of Mexico,,,MX-MEX,,01/04/2020,-28,-8,-29,-49,-43,17
MX,Mexico,State of Mexico,,,MX-MEX,,02/04/2020,-38,-6,-32,-49,-45,19
MX,Mexico,State of Mexico,,,MX-MEX,,03/04/2020,-48,-2,-29,-46,-42,20
MX,Mexico,State of Mexico,,,MX-MEX,,04/04/2020,-50,0,-30,-39,-23,14
MX,Mexico,State of Mexico,,,MX-MEX,,05/04/2020,-54,-8,-38,-42,-22,11
MX,Mexico,State of Mexico,,,MX-MEX,,06/04/2020,-46,-6,-27,-49,-48,18
MX,Mexico,State of Mexico,,,MX-MEX,,07/04/2020,-44,-6,-27,-52,-50,19
MX,Mexico,State of Mexico,,,MX-MEX,,08/04/2020,-42,-3,-27,-50,-51,19
MX,Mexico,State of Mexico,,,MX-MEX,,09/04/2020,-48,-2,-29,-57,-63,23
MX,Mexico,State of Mexico,,,MX-MEX,,10/04/2020,-63,-20,-40,-67,-73,29
MX,Mexico,State of Mexico,,,MX-MEX,,11/04/2020,-60,-19,-41,-58,-46,18
MX,Mexico,State of Mexico,,,MX-MEX,,12/04/2020,-58,-21,-47,-48,-27,11
MX,Mexico,State of Mexico,,,MX-MEX,,13/04/2020,-46,-12,-31,-51,-47,19
MX,Mexico,State of Mexico,,,MX-MEX,,14/04/2020,-45,-8,-31,-54,-48,20
MX,Mexico,State of Mexico,,,MX-MEX,,15/04/2020,-42,-3,-30,-52,-48,20
MX,Mexico,State of Mexico,,,MX-MEX,,16/04/2020,-42,-6,-32,-53,-49,21
MX,Mexico,State of Mexico,,,MX-MEX,,17/04/2020,-46,-9,-31,-53,-46,22
MX,Mexico,State of Mexico,,,MX-MEX,,18/04/2020,-52,-15,-37,-49,-24,16
MX,Mexico,State of Mexico,,,MX-MEX,,19/04/2020,-54,-20,-44,-48,-21,11
MX,Mexico,State of Mexico,,,MX-MEX,,20/04/2020,-49,-20,-35,-54,-46,19
MX,Mexico,State of Mexico,,,MX-MEX,,21/04/2020,-52,-21,-40,-57,-48,21
MX,Mexico,State of Mexico,,,MX-MEX,,22/04/2020,-52,-21,-41,-58,-49,22
MX,Mexico,State of Mexico,,,MX-MEX,,23/04/2020,-55,-24,-44,-59,-51,23
MX,Mexico,State of Mexico,,,MX-MEX,,24/04/2020,-57,-25,-43,-58,-48,24
MX,Mexico,State of Mexico,,,MX-MEX,,25/04/2020,-58,-23,-45,-53,-28,18
MX,Mexico,State of Mexico,,,MX-MEX,,26/04/2020,-60,-26,-52,-53,-24,13
MX,Mexico,State of Mexico,,,MX-MEX,,27/04/2020,-55,-25,-42,-57,-49,22
MX,Mexico,State of Mexico,,,MX-MEX,,28/04/2020,-54,-22,-42,-58,-50,18
MX,Mexico,State of Mexico,,,MX-MEX,,29/04/2020,-50,-17,-40,-57,-50,22
MX,Mexico,State of Mexico,,,MX-MEX,,30/04/2020,-40,-7,-38,-55,-49,21
MX,Mexico,State of Mexico,,,MX-MEX,,01/05/2020,-54,-16,-42,-64,-63,28
MX,Mexico,State of Mexico,,,MX-MEX,,02/05/2020,-53,-16,-41,-53,-31,18
MX,Mexico,State of Mexico,,,MX-MEX,,03/05/2020,-57,-24,-50,-52,-23,13
MX,Mexico,State of Mexico,,,MX-MEX,,04/05/2020,-51,-21,-40,-57,-49,21
MX,Mexico,State of Mexico,,,MX-MEX,,05/05/2020,-52,-21,-42,-60,-52,23
MX,Mexico,State of Mexico,,,MX-MEX,,06/05/2020,-52,-21,-42,-58,-51,23
MX,Mexico,State of Mexico,,,MX-MEX,,07/05/2020,-51,-20,-42,-60,-52,24
MX,Mexico,State of Mexico,,,MX-MEX,,08/05/2020,-53,-20,-41,-59,-49,25
MX,Mexico,State of Mexico,,,MX-MEX,,09/05/2020,-53,-15,-41,-52,-28,18
MX,Mexico,State of Mexico,,,MX-MEX,,10/05/2020,-54,-21,-49,-52,-14,11
MX,Mexico,State of Mexico,,,MX-MEX,,11/05/2020,-53,-25,-43,-57,-49,22
MX,Mexico,State of Mexico,,,MX-MEX,,12/05/2020,-51,-21,-39,-59,-50,23
MX,Mexico,State of Mexico,,,MX-MEX,,13/05/2020,-50,-19,-40,-59,-50,23
MX,Mexico,State of Mexico,,,MX-MEX,,14/05/2020,-48,-17,-39,-58,-51,21
MX,Mexico,State of Mexico,,,MX-MEX,,15/05/2020,-48,-13,-35,-56,-47,24
MX,Mexico,State of Mexico,,,MX-MEX,,16/05/2020,-50,-11,-38,-49,-25,17
MX,Mexico,State of Mexico,,,MX-MEX,,17/05/2020,-55,-21,-48,-51,-19,13
MX,Mexico,State of Mexico,,,MX-MEX,,18/05/2020,-49,-19,-39,-55,-47,21
MX,Mexico,State of Mexico,,,MX-MEX,,19/05/2020,-49,-18,-38,-56,-49,22
MX,Mexico,State of Mexico,,,MX-MEX,,20/05/2020,-49,-16,-37,-56,-49,22
MX,Mexico,State of Mexico,,,MX-MEX,,21/05/2020,-50,-17,-37,-56,-50,24
MX,Mexico,State of Mexico,,,MX-MEX,,22/05/2020,-52,-17,-36,-56,-45,24
MX,Mexico,State of Mexico,,,MX-MEX,,23/05/2020,-53,-14,-37,-49,-22,17
MX,Mexico,State of Mexico,,,MX-MEX,,24/05/2020,-56,-21,-45,-50,-16,13
MX,Mexico,State of Mexico,,,MX-MEX,,25/05/2020,-50,-19,-37,-54,-46,21
MX,Mexico,State of Mexico,,,MX-MEX,,26/05/2020,-50,-19,-37,-57,-47,22
MX,Mexico,State of Mexico,,,MX-MEX,,27/05/2020,-52,-21,-41,-58,-47,22
MX,Mexico,State of Mexico,,,MX-MEX,,28/05/2020,-49,-17,-41,-55,-48,23
MX,Mexico,State of Mexico,,,MX-MEX,,29/05/2020,-48,-10,-34,-53,-43,23
MX,Mexico,State of Mexico,,,MX-MEX,,30/05/2020,-47,-6,-35,-45,-17,16
MX,Mexico,State of Mexico,,,MX-MEX,,31/05/2020,-52,-15,-46,-47,-10,12
MX,Mexico,State of Mexico,,,MX-MEX,,01/06/2020,-44,-11,-34,-50,-42,19
MX,Mexico,State of Mexico,,,MX-MEX,,02/06/2020,-45,-12,-34,-53,-44,21
MX,Mexico,State of Mexico,,,MX-MEX,,03/06/2020,-46,-13,-35,-53,-44,21
MX,Mexico,State of Mexico,,,MX-MEX,,04/06/2020,-46,-13,-36,-53,-45,22
MX,Mexico,State of Mexico,,,MX-MEX,,05/06/2020,-48,-12,-34,-51,-41,22
MX,Mexico,State of Mexico,,,MX-MEX,,06/06/2020,-50,-11,-37,-45,-16,16
MX,Mexico,State of Mexico,,,MX-MEX,,07/06/2020,-54,-19,-46,-48,-10,12
MX,Mexico,State of Mexico,,,MX-MEX,,08/06/2020,-49,-19,-41,-51,-42,19
MX,Mexico,State of Mexico,,,MX-MEX,,09/06/2020,-48,-18,-40,-53,-43,21
MX,Mexico,State of Mexico,,,MX-MEX,,10/06/2020,-45,-13,-36,-52,-43,20
MX,Mexico,State of Mexico,,,MX-MEX,,11/06/2020,-45,-13,-37,-52,-44,21
MX,Mexico,State of Mexico,,,MX-MEX,,12/06/2020,-45,-9,-33,-50,-39,21
MX,Mexico,State of Mexico,,,MX-MEX,,13/06/2020,-46,-6,-33,-43,-12,15
MX,Mexico,State of Mexico,,,MX-MEX,,14/06/2020,-49,-14,-41,-44,-5,11
MX,Mexico,State of Mexico,,,MX-MEX,,15/06/2020,-40,-8,-32,-48,-39,18
MX,Mexico,State of Mexico,,,MX-MEX,,16/06/2020,-40,-6,-31,-49,-41,19
MX,Mexico,State of Mexico,,,MX-MEX,,17/06/2020,-41,-8,-32,-49,-41,19
MX,Mexico,State of Mexico,,,MX-MEX,,18/06/2020,-42,-9,-33,-51,-42,20
MX,Mexico,State of Mexico,,,MX-MEX,,19/06/2020,-44,-8,-31,-48,-38,19
MX,Mexico,State of Mexico,,,MX-MEX,,20/06/2020,-45,-4,-32,-40,-10,14
MX,Mexico,State of Mexico,,,MX-MEX,,21/06/2020,-48,-12,-42,-44,4,9
MX,Mexico,State of Mexico,,,MX-MEX,,22/06/2020,-46,-17,-38,-48,-43,19
MX,Mexico,State of Mexico,,,MX-MEX,,23/06/2020,-45,-15,-36,-50,-42,19
MX,Mexico,State of Mexico,,,MX-MEX,,24/06/2020,-43,-12,-36,-50,-41,20
MX,Mexico,State of Mexico,,,MX-MEX,,25/06/2020,-43,-12,-38,-51,-42,20
MX,Mexico,State of Mexico,,,MX-MEX,,26/06/2020,-44,-9,-33,-48,-38,20
MX,Mexico,State of Mexico,,,MX-MEX,,27/06/2020,-45,-6,-32,-41,-12,14
MX,Mexico,State of Mexico,,,MX-MEX,,28/06/2020,-48,-13,-39,-43,-2,10
MX,Mexico,State of Mexico,,,MX-MEX,,29/06/2020,-40,-11,-35,-46,-39,17
MX,Mexico,State of Mexico,,,MX-MEX,,30/06/2020,-34,0,-32,-46,-39,17
MX,Mexico,State of Mexico,,,MX-MEX,,01/07/2020,-34,-2,-32,-45,-40,17
MX,Mexico,State of Mexico,,,MX-MEX,,02/07/2020,-35,-3,-32,-46,-40,18
MX,Mexico,State of Mexico,,,MX-MEX,,03/07/2020,-39,-4,-30,-44,-36,18
MX,Mexico,State of Mexico,,,MX-MEX,,04/07/2020,-43,-5,-33,-38,-10,13
MX,Mexico,State of Mexico,,,MX-MEX,,05/07/2020,-45,-12,-40,-39,-3,10
MX,Mexico,State of Mexico,,,MX-MEX,,06/07/2020,-37,-11,-34,-43,-39,16
MX,Mexico,State of Mexico,,,MX-MEX,,07/07/2020,-35,-9,-32,-46,-40,17
MX,Mexico,State of Mexico,,,MX-MEX,,08/07/2020,-36,-11,-35,-46,-39,17
MX,Mexico,State of Mexico,,,MX-MEX,,09/07/2020,-37,-12,-36,-45,-40,18
MX,Mexico,State of Mexico,,,MX-MEX,,10/07/2020,-37,-8,-29,-43,-36,18
MX,Mexico,State of Mexico,,,MX-MEX,,11/07/2020,-39,-6,-31,-37,-8,12
MX,Mexico,State of Mexico,,,MX-MEX,,12/07/2020,-41,-14,-38,-37,-1,9
MX,Mexico,State of Mexico,,,MX-MEX,,13/07/2020,-35,-11,-31,-43,-38,16
MX,Mexico,State of Mexico,,,MX-MEX,,14/07/2020,-32,-8,-32,-45,-39,16
