,TimeStamp,Open,High,Low,Close
0,2018-01-01 21:00:00+00:00,112.666,112.79299999999999,112.58200000000001,112.736
1,2018-01-02 01:00:00+00:00,112.738,112.75200000000001,112.65899999999999,112.71
2,2018-01-02 05:00:00+00:00,112.712,112.73899999999999,112.37799999999999,112.38600000000001
3,2018-01-02 09:00:00+00:00,112.384,112.402,112.119,112.164
4,2018-01-02 13:00:00+00:00,112.162,112.27,112.05799999999999,112.17299999999999
5,2018-01-02 17:00:00+00:00,112.176,112.354,112.166,112.273
6,2018-01-02 21:00:00+00:00,112.27,112.366,112.17399999999999,112.34
7,2018-01-03 01:00:00+00:00,112.338,112.396,112.266,112.32700000000001
8,2018-01-03 05:00:00+00:00,112.324,112.39200000000001,112.24,112.345
9,2018-01-03 09:00:00+00:00,112.348,112.36200000000001,112.198,112.259
10,2018-01-03 13:00:00+00:00,112.256,112.5,112.195,112.292
11,2018-01-03 17:00:00+00:00,112.289,112.609,112.27600000000001,112.462
12,2018-01-03 21:00:00+00:00,112.464,112.728,112.445,112.685
13,2018-01-04 01:00:00+00:00,112.68700000000001,112.77799999999999,112.618,112.652
14,2018-01-04 05:00:00+00:00,112.656,112.67299999999999,112.491,112.62299999999999
15,2018-01-04 09:00:00+00:00,112.625,112.652,112.529,112.62100000000001
16,2018-01-04 13:00:00+00:00,112.62299999999999,112.86399999999999,112.62,112.79
17,2018-01-04 17:00:00+00:00,112.788,112.852,112.713,112.73200000000001
18,2018-01-04 21:00:00+00:00,112.73,112.806,112.713,112.772
19,2018-01-05 01:00:00+00:00,112.77,112.884,112.725,112.87799999999999
20,2018-01-05 05:00:00+00:00,112.88,113.238,112.88,113.212
21,2018-01-05 09:00:00+00:00,113.21,113.288,113.161,113.242
22,2018-01-05 13:00:00+00:00,113.23899999999999,113.31200000000001,113.021,113.184
23,2018-01-05 17:00:00+00:00,113.186,113.22200000000001,113.111,113.111
24,2018-01-05 21:00:00+00:00,113.10799999999999,113.13,113.03200000000001,113.057
25,2018-01-07 21:00:00+00:00,113.131,113.182,113.02799999999999,113.098
26,2018-01-08 01:00:00+00:00,113.096,113.20200000000001,113.081,113.198
27,2018-01-08 05:00:00+00:00,113.2,113.387,113.199,113.24
28,2018-01-08 09:00:00+00:00,113.23700000000001,113.24799999999999,113.001,113.06200000000001
29,2018-01-08 13:00:00+00:00,113.065,113.124,112.884,113.08
30,2018-01-08 17:00:00+00:00,113.08200000000001,113.126,113.02600000000001,113.064
31,2018-01-08 21:00:00+00:00,113.066,113.181,113.056,113.12799999999999
32,2018-01-09 01:00:00+00:00,113.13,113.175,112.499,112.616
33,2018-01-09 05:00:00+00:00,112.61399999999999,112.96,112.58200000000001,112.926
34,2018-01-09 09:00:00+00:00,112.93,112.96799999999999,112.588,112.60799999999999
35,2018-01-09 13:00:00+00:00,112.61,112.77799999999999,112.367,112.57600000000001
36,2018-01-09 17:00:00+00:00,112.574,112.68799999999999,112.522,112.602
37,2018-01-09 21:00:00+00:00,112.6,112.785,112.333,112.37799999999999
38,2018-01-10 01:00:00+00:00,112.382,112.42299999999999,112.16799999999999,112.291
39,2018-01-10 05:00:00+00:00,112.288,112.38,111.764,111.811
40,2018-01-10 09:00:00+00:00,111.814,111.882,111.27,111.39399999999999
41,2018-01-10 13:00:00+00:00,111.39200000000001,111.647,111.296,111.47
42,2018-01-10 17:00:00+00:00,111.473,111.53200000000001,111.29,111.368
43,2018-01-10 21:00:00+00:00,111.37,111.564,111.32,111.426
44,2018-01-11 01:00:00+00:00,111.429,111.823,111.42200000000001,111.75200000000001
45,2018-01-11 05:00:00+00:00,111.749,111.876,111.667,111.723
46,2018-01-11 09:00:00+00:00,111.72,111.751,111.574,111.676
47,2018-01-11 13:00:00+00:00,111.678,111.772,111.33,111.36
48,2018-01-11 17:00:00+00:00,111.35799999999999,111.376,111.046,111.21799999999999
49,2018-01-11 21:00:00+00:00,111.215,111.337,111.065,111.21
50,2018-01-12 01:00:00+00:00,111.208,111.34700000000001,111.178,111.236
51,2018-01-12 05:00:00+00:00,111.23299999999999,111.43799999999999,111.182,111.22399999999999
52,2018-01-12 09:00:00+00:00,111.228,111.23200000000001,110.97,111.166
53,2018-01-12 13:00:00+00:00,111.164,111.695,111.119,111.23200000000001
54,2018-01-12 17:00:00+00:00,111.235,111.266,110.916,111.04
55,2018-01-12 21:00:00+00:00,111.038,111.084,110.92399999999999,111.046
56,2018-01-14 21:00:00+00:00,111.09700000000001,111.185,110.802,110.831
57,2018-01-15 01:00:00+00:00,110.834,110.85600000000001,110.62700000000001,110.682
58,2018-01-15 05:00:00+00:00,110.68,110.90100000000001,110.579,110.63799999999999
59,2018-01-15 09:00:00+00:00,110.634,110.72200000000001,110.524,110.649
60,2018-01-15 13:00:00+00:00,110.646,110.705,110.476,110.538
61,2018-01-15 17:00:00+00:00,110.54,110.554,110.33,110.486
62,2018-01-15 21:00:00+00:00,110.48899999999999,110.844,110.476,110.844
63,2018-01-16 01:00:00+00:00,110.84100000000001,110.984,110.79700000000001,110.85600000000001
64,2018-01-16 05:00:00+00:00,110.85799999999999,110.94200000000001,110.60700000000001,110.65299999999999
65,2018-01-16 09:00:00+00:00,110.656,110.76,110.602,110.71799999999999
66,2018-01-16 13:00:00+00:00,110.71600000000001,110.882,110.641,110.74
67,2018-01-16 17:00:00+00:00,110.742,110.846,110.24799999999999,110.381
68,2018-01-16 21:00:00+00:00,110.384,110.544,110.19200000000001,110.30799999999999
69,2018-01-17 01:00:00+00:00,110.311,110.89200000000001,110.311,110.85799999999999
70,2018-01-17 05:00:00+00:00,110.854,110.93,110.72200000000001,110.83
71,2018-01-17 09:00:00+00:00,110.83200000000001,110.85799999999999,110.647,110.75
72,2018-01-17 13:00:00+00:00,110.74799999999999,110.87799999999999,110.619,110.815
73,2018-01-17 17:00:00+00:00,110.81700000000001,111.24600000000001,110.603,111.13600000000001
74,2018-01-17 21:00:00+00:00,111.134,111.39299999999999,111.094,111.26
75,2018-01-18 01:00:00+00:00,111.262,111.484,111.21600000000001,111.35600000000001
76,2018-01-18 05:00:00+00:00,111.354,111.376,111.09899999999999,111.24
77,2018-01-18 09:00:00+00:00,111.242,111.35700000000001,111.16799999999999,111.21600000000001
78,2018-01-18 13:00:00+00:00,111.21799999999999,111.256,110.694,110.89
79,2018-01-18 17:00:00+00:00,110.887,111.204,110.76799999999999,111.064
80,2018-01-18 21:00:00+00:00,111.061,111.132,110.852,111.044
81,2018-01-19 01:00:00+00:00,111.04700000000001,111.13,110.785,110.85799999999999
82,2018-01-19 05:00:00+00:00,110.85600000000001,110.92399999999999,110.492,110.535
83,2018-01-19 09:00:00+00:00,110.53200000000001,110.781,110.506,110.67399999999999
84,2018-01-19 13:00:00+00:00,110.67200000000001,110.75200000000001,110.51,110.564
85,2018-01-19 17:00:00+00:00,110.56200000000001,110.77799999999999,110.538,110.77
86,2018-01-19 21:00:00+00:00,110.76799999999999,110.84200000000001,110.72200000000001,110.818
87,2018-01-21 21:00:00+00:00,110.566,110.806,110.52799999999999,110.713
88,2018-01-22 01:00:00+00:00,110.71,110.87299999999999,110.686,110.796
89,2018-01-22 05:00:00+00:00,110.79799999999999,110.916,110.726,110.79
90,2018-01-22 09:00:00+00:00,110.788,110.844,110.661,110.837
91,2018-01-22 13:00:00+00:00,110.84,111.169,110.69,111.156
92,2018-01-22 17:00:00+00:00,111.154,111.22399999999999,110.941,110.964
93,2018-01-22 21:00:00+00:00,110.96799999999999,111.0,110.855,110.94200000000001
94,2018-01-23 01:00:00+00:00,110.94,111.027,110.54899999999999,110.785
95,2018-01-23 05:00:00+00:00,110.78200000000001,111.178,110.641,110.71
96,2018-01-23 09:00:00+00:00,110.712,110.74799999999999,110.381,110.522
97,2018-01-23 13:00:00+00:00,110.52,110.54799999999999,110.25299999999999,110.458
98,2018-01-23 17:00:00+00:00,110.456,110.477,110.28399999999999,110.31299999999999
99,2018-01-23 21:00:00+00:00,110.316,110.338,110.066,110.23700000000001
100,2018-01-24 01:00:00+00:00,110.24,110.3,109.80799999999999,109.889
101,2018-01-24 05:00:00+00:00,109.89200000000001,110.086,109.647,109.695
102,2018-01-24 09:00:00+00:00,109.69200000000001,109.744,109.38799999999999,109.52600000000001
103,2018-01-24 13:00:00+00:00,109.523,109.579,108.99799999999999,109.152
104,2018-01-24 17:00:00+00:00,109.156,109.277,108.969,109.13799999999999
105,2018-01-24 21:00:00+00:00,109.14,109.47200000000001,109.118,109.398
106,2018-01-25 01:00:00+00:00,109.4,109.447,108.92399999999999,109.01
107,2018-01-25 05:00:00+00:00,109.007,109.27,108.736,109.2
108,2018-01-25 09:00:00+00:00,109.198,109.198,108.941,109.006
109,2018-01-25 13:00:00+00:00,109.00399999999999,109.148,108.59,108.697
110,2018-01-25 17:00:00+00:00,108.7,109.7,108.50200000000001,109.264
111,2018-01-25 21:00:00+00:00,109.262,109.77,109.196,109.67399999999999
112,2018-01-26 01:00:00+00:00,109.676,109.742,109.334,109.41
113,2018-01-26 05:00:00+00:00,109.40799999999999,109.507,108.91,108.93799999999999
114,2018-01-26 09:00:00+00:00,108.936,109.414,108.926,109.277
115,2018-01-26 13:00:00+00:00,109.274,109.59100000000001,108.32600000000001,108.38799999999999
116,2018-01-26 17:00:00+00:00,108.38600000000001,109.064,108.28399999999999,108.721
117,2018-01-26 21:00:00+00:00,108.719,108.73,108.59899999999999,108.611
118,2018-01-28 21:00:00+00:00,108.704,108.786,108.51,108.656
119,2018-01-29 01:00:00+00:00,108.65799999999999,108.99,108.64299999999999,108.74
120,2018-01-29 05:00:00+00:00,108.743,109.05799999999999,108.713,108.874
121,2018-01-29 09:00:00+00:00,108.87200000000001,108.99600000000001,108.626,108.86
122,2018-01-29 13:00:00+00:00,108.85799999999999,109.204,108.697,109.13
123,2018-01-29 17:00:00+00:00,109.12700000000001,109.19,108.895,108.944
124,2018-01-29 21:00:00+00:00,108.941,109.072,108.88600000000001,108.95
125,2018-01-30 01:00:00+00:00,108.95299999999999,109.204,108.66,108.76
126,2018-01-30 05:00:00+00:00,108.762,108.844,108.61200000000001,108.676
127,2018-01-30 09:00:00+00:00,108.679,108.72,108.52600000000001,108.666
128,2018-01-30 13:00:00+00:00,108.664,108.93700000000001,108.416,108.874
129,2018-01-30 17:00:00+00:00,108.876,108.90799999999999,108.71700000000001,108.84
130,2018-01-30 21:00:00+00:00,108.84299999999999,108.954,108.69200000000001,108.79299999999999
131,2018-01-31 01:00:00+00:00,108.796,109.09,108.74799999999999,108.852
132,2018-01-31 05:00:00+00:00,108.84899999999999,108.89399999999999,108.598,108.764
133,2018-01-31 09:00:00+00:00,108.766,108.883,108.67,108.85700000000001
134,2018-01-31 13:00:00+00:00,108.859,109.425,108.788,109.316
135,2018-01-31 17:00:00+00:00,109.318,109.446,108.99600000000001,109.163
136,2018-01-31 21:00:00+00:00,109.166,109.262,109.096,109.18799999999999
137,2018-02-01 01:00:00+00:00,109.19,109.414,109.19,109.292
138,2018-02-01 05:00:00+00:00,109.29,109.64200000000001,109.25,109.538
139,2018-02-01 09:00:00+00:00,109.541,109.751,109.494,109.59299999999999
140,2018-02-01 13:00:00+00:00,109.595,109.686,109.238,109.51700000000001
141,2018-02-01 17:00:00+00:00,109.52,109.601,109.228,109.301
142,2018-02-01 21:00:00+00:00,109.29799999999999,109.478,109.244,109.44200000000001
143,2018-02-02 01:00:00+00:00,109.444,109.698,109.28299999999999,109.675
144,2018-02-02 05:00:00+00:00,109.678,109.83200000000001,109.62299999999999,109.726
145,2018-02-02 09:00:00+00:00,109.729,109.92399999999999,109.719,109.876
146,2018-02-02 13:00:00+00:00,109.874,110.484,109.836,110.406
147,2018-02-02 17:00:00+00:00,110.40799999999999,110.42399999999999,110.014,110.10700000000001
148,2018-02-02 21:00:00+00:00,110.11,110.21799999999999,110.08200000000001,110.166
149,2018-02-04 21:00:00+00:00,110.20200000000001,110.28399999999999,109.822,109.834
150,2018-02-05 01:00:00+00:00,109.836,110.039,109.796,110.0
151,2018-02-05 05:00:00+00:00,109.99799999999999,110.083,109.758,109.773
152,2018-02-05 09:00:00+00:00,109.77600000000001,109.898,109.646,109.818
153,2018-02-05 13:00:00+00:00,109.816,110.264,109.774,110.11200000000001
154,2018-02-05 17:00:00+00:00,110.11,110.11,109.124,109.23299999999999
155,2018-02-05 21:00:00+00:00,109.23100000000001,109.318,108.994,109.118
156,2018-02-06 01:00:00+00:00,109.12,109.17399999999999,108.45700000000001,108.656
157,2018-02-06 05:00:00+00:00,108.652,109.32,108.613,109.277
158,2018-02-06 09:00:00+00:00,109.28,109.318,108.885,109.28399999999999
159,2018-02-06 13:00:00+00:00,109.28200000000001,109.652,109.09299999999999,109.18799999999999
160,2018-02-06 17:00:00+00:00,109.186,109.609,109.086,109.554
161,2018-02-06 21:00:00+00:00,109.556,109.714,109.35600000000001,109.444
162,2018-02-07 01:00:00+00:00,109.44200000000001,109.53399999999999,109.24,109.274
163,2018-02-07 05:00:00+00:00,109.27600000000001,109.27600000000001,108.92,109.01799999999999
164,2018-02-07 09:00:00+00:00,109.016,109.37200000000001,108.925,109.27600000000001
165,2018-02-07 13:00:00+00:00,109.274,109.53299999999999,109.12299999999999,109.52799999999999
166,2018-02-07 17:00:00+00:00,109.53,109.70200000000001,109.258,109.594
167,2018-02-07 21:00:00+00:00,109.59200000000001,109.633,109.12200000000001,109.32
168,2018-02-08 01:00:00+00:00,109.323,109.588,109.23200000000001,109.56200000000001
169,2018-02-08 05:00:00+00:00,109.564,109.78299999999999,109.478,109.64399999999999
170,2018-02-08 09:00:00+00:00,109.646,109.766,109.57,109.634
171,2018-02-08 13:00:00+00:00,109.63,109.726,108.887,109.014
172,2018-02-08 17:00:00+00:00,109.012,109.046,108.583,108.72200000000001
173,2018-02-08 21:00:00+00:00,108.725,108.884,108.499,108.81700000000001
174,2018-02-09 01:00:00+00:00,108.815,109.095,108.72200000000001,108.92399999999999
175,2018-02-09 05:00:00+00:00,108.926,109.311,108.854,109.234
176,2018-02-09 09:00:00+00:00,109.23200000000001,109.251,108.74600000000001,108.804
177,2018-02-09 13:00:00+00:00,108.801,109.24600000000001,108.42,108.45700000000001
178,2018-02-09 17:00:00+00:00,108.459,108.86399999999999,108.04700000000001,108.79799999999999
179,2018-02-09 21:00:00+00:00,108.796,108.852,108.74600000000001,108.802
180,2018-02-11 21:00:00+00:00,108.87,108.89,108.564,108.64399999999999
181,2018-02-12 01:00:00+00:00,108.646,108.766,108.60799999999999,108.666
182,2018-02-12 05:00:00+00:00,108.664,108.72399999999999,108.512,108.62899999999999
183,2018-02-12 09:00:00+00:00,108.631,108.758,108.604,108.63600000000001
184,2018-02-12 13:00:00+00:00,108.63799999999999,108.734,108.43799999999999,108.725
185,2018-02-12 17:00:00+00:00,108.727,108.81200000000001,108.55,108.617
186,2018-02-12 21:00:00+00:00,108.61399999999999,108.78200000000001,108.598,108.682
187,2018-02-13 01:00:00+00:00,108.68,108.76700000000001,108.337,108.37
188,2018-02-13 05:00:00+00:00,108.368,108.37700000000001,107.53399999999999,107.665
189,2018-02-13 09:00:00+00:00,107.662,107.71799999999999,107.42399999999999,107.64200000000001
190,2018-02-13 13:00:00+00:00,107.639,107.74799999999999,107.41,107.604
191,2018-02-13 17:00:00+00:00,107.601,107.816,107.522,107.809
